"Department","DistinguishedName","Enabled","GivenName","mail","Manager","Name","ObjectClass","ObjectGUID","OfficePhone","SamAccountName","SID","sn","Surname","Title","UserPrincipalName","Office"
"Gestion de Projet","CN=Lucie Fontaine,OU=Gestion de Projet,OU=Utilisateurs,DC=contoso,DC=fr","True","Lucie","lucief@contoso.fr","CN=Florian Ozanne,OU=Gestion de Projet,OU=Utilisateurs,DC=contoso,DC=fr","Lucie Fontaine","user","7eb81280-e285-4a1a-a1df-bd332fa9ec25","04 65 71 65 61","lucief","S-1-5-21-331390976-2650875657-2422772959-1873","Fontaine","Fontaine","Chef de projet","lucie.fontaine@contoso.fr","Lyon"
"Gestion de Projet","CN=Mathieu Huet,OU=Gestion de Projet,OU=Utilisateurs,DC=contoso,DC=fr","True","Mathieu","mathieuh@contoso.fr","CN=Florian Ozanne,OU=Gestion de Projet,OU=Utilisateurs,DC=contoso,DC=fr","Mathieu Huet","user","4b17322a-7f61-4d6a-8ec2-e38d5024af99","03 53 01 92 99","mathieuh","S-1-5-21-331390976-2650875657-2422772959-1874","Huet","Huet","Chef de projet","mathieu.huet@contoso.fr","Metz"
"Gestion de Projet","CN=Sophie Rousseau,OU=Gestion de Projet,OU=Utilisateurs,DC=contoso,DC=fr","True","Sophie","sophier@contoso.fr","CN=Florian Ozanne,OU=Gestion de Projet,OU=Utilisateurs,DC=contoso,DC=fr","Sophie Rousseau","user","96d25c15-e37f-455c-b75f-69e5da969cc0","01 99 00 54 88","sophier","S-1-5-21-331390976-2650875657-2422772959-1875","Rousseau","Rousseau","Chef de projet","sophie.rousseau@contoso.fr","Paris"
"Gestion de Projet","CN=Bastien Perrin,OU=Gestion de Projet,OU=Utilisateurs,DC=contoso,DC=fr","True","Bastien","bastienp@contoso.fr","CN=Florian Ozanne,OU=Gestion de Projet,OU=Utilisateurs,DC=contoso,DC=fr","Bastien Perrin","user","999dfb79-ae8a-46b5-96dd-9a4a665f1c83","01 99 00 38 74","bastienp","S-1-5-21-331390976-2650875657-2422772959-1876","Perrin","Perrin","Responsable des processus métier","bastien.perrin@contoso.fr","Paris"
"Gestion de Projet","CN=Cédric Huet,OU=Gestion de Projet,OU=Utilisateurs,DC=contoso,DC=fr","True","Cédric","cedrich@contoso.fr","CN=Florian Ozanne,OU=Gestion de Projet,OU=Utilisateurs,DC=contoso,DC=fr","Cédric Huet","user","4c46b704-4290-4fc4-bf7f-3e36e1afc0dc","01 99 00 69 53","cedrich","S-1-5-21-331390976-2650875657-2422772959-1877","Huet","Huet","Responsable des processus métier","cedric.huet@contoso.fr","Paris"
"Gestion de Projet","CN=Laetitia Masse,OU=Gestion de Projet,OU=Utilisateurs,DC=contoso,DC=fr","True","Laetitia","laetitiam@contoso.fr","CN=Pierre Lemoine,OU=Gestion de Projet,OU=Utilisateurs,DC=contoso,DC=fr","Laetitia Masse","user","f3631d6c-f336-4b68-82c7-54c0298f62ff","01 99 00 14 71","laetitiam","S-1-5-21-331390976-2650875657-2422772959-1878","Masse","Masse","Chef de projet senior","laetitia.masse@contoso.fr","Paris"
"Gestion de Projet","CN=Olivier Mallet,OU=Gestion de Projet,OU=Utilisateurs,DC=contoso,DC=fr","True","Olivier","olivierm@contoso.fr","CN=Florian Ozanne,OU=Gestion de Projet,OU=Utilisateurs,DC=contoso,DC=fr","Olivier Mallet","user","7491b038-f6dc-42c9-a856-928af8de77d6","03 53 01 65 52","olivierm","S-1-5-21-331390976-2650875657-2422772959-1879","Mallet","Mallet","Responsable des processus métier","olivier.mallet@contoso.fr","Metz"
"Gestion de Projet","CN=Xavier Esnault,OU=Gestion de Projet,OU=Utilisateurs,DC=contoso,DC=fr","True","Xavier","xaviere@contoso.fr","CN=Florian Ozanne,OU=Gestion de Projet,OU=Utilisateurs,DC=contoso,DC=fr","Xavier Esnault","user","2cfc0fba-86e9-4107-9a1f-c0e2643cf927","04 65 71 29 18","xaviere","S-1-5-21-331390976-2650875657-2422772959-1880","Esnault","Esnault","Responsable des processus métier","xavier.esnault@contoso.fr","Lyon"
"Gestion de Projet","CN=Amandine Dumas,OU=Gestion de Projet,OU=Utilisateurs,DC=contoso,DC=fr","True","Amandine","amandined@contoso.fr","CN=Florian Ozanne,OU=Gestion de Projet,OU=Utilisateurs,DC=contoso,DC=fr","Amandine Dumas","user","9a7c972f-cff2-47b0-9508-0a60ae0bd846","01 99 00 17 83","amandined","S-1-5-21-331390976-2650875657-2422772959-1881","Dumas","Dumas","Chef de projet","amandine.dumas@contoso.fr","Paris"
"Gestion de Projet","CN=Antoine Boyer,OU=Gestion de Projet,OU=Utilisateurs,DC=contoso,DC=fr","True","Antoine","antoineb@contoso.fr","CN=Nathalie Barbier,OU=Gestion de Projet,OU=Utilisateurs,DC=contoso,DC=fr","Antoine Boyer","user","5bddae12-c93b-400e-95ea-7fdd978644f2","04 65 71 66 67","antoineb","S-1-5-21-331390976-2650875657-2422772959-1882","Boyer","Boyer","Chef de projet senior","antoine.boyer@contoso.fr","Lyon"
"Gestion de Projet","CN=Émilie Mercier,OU=Gestion de Projet,OU=Utilisateurs,DC=contoso,DC=fr","True","Émilie","emiliem@contoso.fr","CN=Anaïs Weber,OU=Gestion de Projet,OU=Utilisateurs,DC=contoso,DC=fr","Émilie Mercier","user","d614cab3-cbef-4f76-ac89-6272c4296a5b","01 99 00 42 62","emiliem","S-1-5-21-331390976-2650875657-2422772959-1883","Mercier","Mercier","Chef de projet senior","emilie.mercier@contoso.fr","Paris"
"Exploitation","CN=Bastien Vidal,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","True","Bastien","bastienv@contoso.fr","CN=Sarah Clerc,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","Bastien Vidal","user","0855552e-0a9c-49c9-ab7b-b5b2139d68c7","03 53 01 45 39","bastienv","S-1-5-21-331390976-2650875657-2422772959-1884","Vidal","Vidal","Responsable des achats","bastien.vidal@contoso.fr","Metz"
"Gestion de Projet","CN=Pierre Kieffer,OU=Gestion de Projet,OU=Utilisateurs,DC=contoso,DC=fr","True","Pierre","pierrek@contoso.fr","CN=Étienne Girard,OU=Gestion de Projet,OU=Utilisateurs,DC=contoso,DC=fr","Pierre Kieffer","user","0b0be144-c523-49bd-9a1e-ce33380f77d8","03 53 01 81 85","pierrek","S-1-5-21-331390976-2650875657-2422772959-1885","Kieffer","Kieffer","Chef de projet senior","pierre.kieffer@contoso.fr","Metz"
"Pilotage des Affaires","CN=Nathalie Lemoine,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","True","Nathalie","nathaliel@contoso.fr","CN=Guillaume Fontaine,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","Nathalie Lemoine","user","b814383c-7677-4688-9657-b7da87029527","01 99 00 44 46","nathaliel","S-1-5-21-331390976-2650875657-2422772959-1886","Lemoine","Lemoine","Commercial","nathalie.lemoine@contoso.fr","Paris"
"Comité de Direction","CN=Florian Tanguy,OU=Comité de Direction,OU=Utilisateurs,DC=contoso,DC=fr","True","Florian","floriant@contoso.fr","CN=Delphine Bassot,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","Florian Tanguy","user","3d2f2dfa-243a-402e-870d-60dd49941a28","01 99 00 01 29","floriant","S-1-5-21-331390976-2650875657-2422772959-1887","Tanguy","Tanguy","Directeur de la relation client","florian.tanguy@contoso.fr","Paris"
"Comité de Direction","CN=Élodie Brunet,OU=Comité de Direction,OU=Utilisateurs,DC=contoso,DC=fr","True","Élodie","elodieb@contoso.fr","CN=Quentin Ziegler,OU=Comité de Direction,OU=Utilisateurs,DC=contoso,DC=fr","Élodie Brunet","user","0dd27d49-e37a-4d96-974c-60f1e71ea61c","01 99 00 01 93","elodieb","S-1-5-21-331390976-2650875657-2422772959-1888","Brunet","Brunet","Directeur affiliation et partenariats","elodie.brunet@contoso.fr","Paris"
"Comité de Direction","CN=Cédric Amiot,OU=Comité de Direction,OU=Utilisateurs,DC=contoso,DC=fr","True","Cédric","cedrica@contoso.fr","CN=Maxime Vidal,OU=Marketing,OU=Utilisateurs,DC=contoso,DC=fr","Cédric Amiot","user","b886a5ce-2ea5-4158-9c3d-3d6f0cf7ef40","01 99 00 01 24","cedrica","S-1-5-21-331390976-2650875657-2422772959-1889","Amiot","Amiot","Chargé senior de la planification média","cedric.amiot@contoso.fr","Paris"
"Direction Informatique","CN=Amandine Vaillant,OU=Direction Informatique,OU=Utilisateurs,DC=contoso,DC=fr","True","Amandine","amandinev@contoso.fr","CN=Pauline Poirier,OU=Direction Générale,OU=Utilisateurs,DC=contoso,DC=fr","Amandine Vaillant","user","3d1f6403-e0eb-4324-9640-df6c4f4b3c7b","01 99 00 01 31","amandinev","S-1-5-21-331390976-2650875657-2422772959-1890","Vaillant","Vaillant","Président de la division services","amandine.vaillant@contoso.fr","Paris"
"Comité de Direction","CN=Jérôme Marchand,OU=Comité de Direction,OU=Utilisateurs,DC=contoso,DC=fr","True","Jérôme","jeromem@contoso.fr","CN=Pauline Poirier,OU=Direction Générale,OU=Utilisateurs,DC=contoso,DC=fr","Jérôme Marchand","user","87453529-86f3-419d-99e5-2ab07db70c47","01 99 00 01 40","jeromem","S-1-5-21-331390976-2650875657-2422772959-1891","Marchand","Marchand","Président de la division conseil","jerome.marchand@contoso.fr","Paris"
"Direction Générale","CN=Mathieu Chevalier,OU=Direction Générale,OU=Utilisateurs,DC=contoso,DC=fr","True","Mathieu","mathieuc@contoso.fr","CN=Pauline Renaud,OU=Direction Générale,OU=Utilisateurs,DC=contoso,DC=fr","Mathieu Chevalier","user","5b25c30e-2a5e-40ac-8ee6-03c009d420da","01 99 00 01 07","mathieuc","S-1-5-21-331390976-2650875657-2422772959-1892","Chevalier","Chevalier","Directeur de la stratégie technique","mathieu.chevalier@contoso.fr","Paris"
"Direction Générale","CN=Adrien Vasseur,OU=Direction Générale,OU=Utilisateurs,DC=contoso,DC=fr","True","Adrien","adrienv@contoso.fr","CN=Pauline Renaud,OU=Direction Générale,OU=Utilisateurs,DC=contoso,DC=fr","Adrien Vasseur","user","3b399135-31d6-463b-b91b-368e5b1449d5","01 99 00 01 96","adrienv","S-1-5-21-331390976-2650875657-2422772959-1893","Vasseur","Vasseur","Directeur des partenariats et de la stratégie","adrien.vasseur@contoso.fr","Paris"
"Direction Générale","CN=Guillaume Delaunay,OU=Direction Générale,OU=Utilisateurs,DC=contoso,DC=fr","True","Guillaume","guillaumed@contoso.fr","CN=Pauline Renaud,OU=Direction Générale,OU=Utilisateurs,DC=contoso,DC=fr","Guillaume Delaunay","user","735489b4-7b2c-4f68-a76e-9156de8da5d6","01 99 00 01 16","guillaumed","S-1-5-21-331390976-2650875657-2422772959-1894","Delaunay","Delaunay","Directeur financier","guillaume.delaunay@contoso.fr","Paris"
"Pilotage des Affaires","CN=Adrien Brunet,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","True","Adrien","adrienb@contoso.fr","CN=Quentin Joubert,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","Adrien Brunet","user","dbba0074-e5fc-49ec-bc34-74a6329be754","04 65 71 43 31","adrienb","S-1-5-21-331390976-2650875657-2422772959-1895","Brunet","Brunet","Commercial","adrien.brunet@contoso.fr","Lyon"
"Pilotage des Affaires","CN=Charlotte Joubert,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","True","Charlotte","charlottej@contoso.fr","CN=Quentin Joubert,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","Charlotte Joubert","user","bec96a2e-6811-4aed-92c1-80c10cbef492","04 65 71 56 61","charlottej","S-1-5-21-331390976-2650875657-2422772959-1896","Joubert","Joubert","Commercial","charlotte.joubert@contoso.fr","Lyon"
"Pilotage des Affaires","CN=Julien Pichon,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","True","Julien","julienp@contoso.fr","CN=Quentin Joubert,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","Julien Pichon","user","9c2872a2-9f00-42c0-b00d-4842a0fcaef3","01 99 00 23 63","julienp","S-1-5-21-331390976-2650875657-2422772959-1897","Pichon","Pichon","Commercial","julien.pichon@contoso.fr","Paris"
"Pilotage des Affaires","CN=Nicolas Ferrand,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","True","Nicolas","nicolasf@contoso.fr","CN=Bastien Rey,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","Nicolas Ferrand","user","46724360-4b6e-43c9-bb13-b57c7cbd2a12","04 65 71 77 57","nicolasf","S-1-5-21-331390976-2650875657-2422772959-1898","Ferrand","Ferrand","Commercial","nicolas.ferrand@contoso.fr","Lyon"
"Direction Commerciale","CN=Pierre Noël,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Pierre","pierren@contoso.fr","CN=Baptiste Guérin,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","Pierre Noël","user","ecd55b50-c750-463c-8eaf-ae8be8f0701b","","pierren","S-1-5-21-331390976-2650875657-2422772959-1899","Noël","Noël","Commercial","pierre.noel@contoso.fr","Paris"
"Pilotage des Affaires","CN=Sébastien Fournier,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","True","Sébastien","sebastienf@contoso.fr","CN=Bastien Rey,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","Sébastien Fournier","user","74e3e1ec-3ff1-4727-8a2c-8e795c246502","01 99 00 88 15","sebastienf","S-1-5-21-331390976-2650875657-2422772959-1900","Fournier","Fournier","Commercial","sebastien.fournier@contoso.fr","Paris"
"Direction Commerciale","CN=Maxime Imbert,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Maxime","maximei@contoso.fr","CN=Quentin Joubert,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","Maxime Imbert","user","df5f44c7-dcbc-4b3d-b8d1-a96021f4e660","","maximei","S-1-5-21-331390976-2650875657-2422772959-1901","Imbert","Imbert","Commercial","maxime.imbert@contoso.fr","Paris"
"Pilotage des Affaires","CN=Aurélie Vidal,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","True","Aurélie","aureliev@contoso.fr","CN=Guillaume Fontaine,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","Aurélie Vidal","user","10e7c1a2-4a94-497d-a738-3c682f8cf761","01 99 00 68 28","aureliev","S-1-5-21-331390976-2650875657-2422772959-1902","Vidal","Vidal","Commercial","aurelie.vidal@contoso.fr","Paris"
"Pilotage des Affaires","CN=Benoît Amiot,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","True","Benoît","benoita@contoso.fr","CN=Guillaume Fontaine,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","Benoît Amiot","user","b43c196e-de75-4752-8a5c-c0a13f9ccb92","04 65 71 78 18","benoita","S-1-5-21-331390976-2650875657-2422772959-1903","Amiot","Amiot","Commercial","benoit.amiot@contoso.fr","Lyon"
"Pilotage des Affaires","CN=Delphine Imbert,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","True","Delphine","delphinei@contoso.fr","CN=Baptiste Guérin,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","Delphine Imbert","user","05809581-4d1d-4c6b-a895-12e5e129bc04","01 99 00 24 65","delphinei","S-1-5-21-331390976-2650875657-2422772959-1904","Imbert","Imbert","Commercial","delphine.imbert@contoso.fr","Paris"
"Pilotage des Affaires","CN=Fabien Maillard,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","True","Fabien","fabienm@contoso.fr","CN=Baptiste Guérin,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","Fabien Maillard","user","8f732dea-9040-4cc3-bb9f-5a49657d3be5","04 65 71 59 58","fabienm","S-1-5-21-331390976-2650875657-2422772959-1905","Maillard","Maillard","Commercial","fabien.maillard@contoso.fr","Lyon"
"Pilotage des Affaires","CN=Aurélie Maillard,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","True","Aurélie","aureliem@contoso.fr","CN=Baptiste Guérin,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","Aurélie Maillard","user","a69a1b96-822b-4c67-b9f1-a4f52bb27aba","01 99 00 36 48","aureliem","S-1-5-21-331390976-2650875657-2422772959-1906","Maillard","Maillard","Commercial","aurelie.maillard@contoso.fr","Paris"
"Pilotage des Affaires","CN=Grégory Ménard,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","True","Grégory","gregorym@contoso.fr","CN=Baptiste Guérin,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","Grégory Ménard","user","dfdadc39-7335-404d-af66-c77cf13a15f8","04 65 71 33 83","gregorym","S-1-5-21-331390976-2650875657-2422772959-1907","Ménard","Ménard","Commercial","gregory.menard@contoso.fr","Lyon"
"Direction Commerciale","CN=Romain Vasseur,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Romain","romainv@contoso.fr","CN=Élodie Imbert,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","Romain Vasseur","user","8a883c57-24f4-4bb9-8244-fc03f8cd24f6","04 65 71 12 65","romainv","S-1-5-21-331390976-2650875657-2422772959-1908","Vasseur","Vasseur","Commercial","romain.vasseur@contoso.fr","Lyon"
"Direction Commerciale","CN=Nathalie Imbert,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Nathalie","nathaliei@contoso.fr","CN=Élodie Imbert,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","Nathalie Imbert","user","601b5da0-1569-4b7b-8678-af4fe73a07c4","01 99 00 56 25","nathaliei","S-1-5-21-331390976-2650875657-2422772959-1909","Imbert","Imbert","Commercial","nathalie.imbert@contoso.fr","Paris"
"Direction Commerciale","CN=Xavier Clerc,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Xavier","xavierc@contoso.fr","CN=Élodie Imbert,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","Xavier Clerc","user","664725d3-879e-4447-98da-45a39a55acde","01 99 00 38 39","xavierc","S-1-5-21-331390976-2650875657-2422772959-1910","Clerc","Clerc","Commercial","xavier.clerc@contoso.fr","Paris"
"Exploitation","CN=Hugo Dumas,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","True","Hugo","hugod@contoso.fr","CN=Camille Mercier,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","Hugo Dumas","user","5f880cde-c4f9-4480-82ea-0362b5397b0f","04 65 71 17 39","hugod","S-1-5-21-331390976-2650875657-2422772959-1911","Dumas","Dumas","Responsable informatique","hugo.dumas@contoso.fr","Lyon"
"Gestion de Projet","CN=Céline Duval,OU=Gestion de Projet,OU=Utilisateurs,DC=contoso,DC=fr","True","Céline","celined@contoso.fr","CN=Étienne Girard,OU=Gestion de Projet,OU=Utilisateurs,DC=contoso,DC=fr","Céline Duval","user","8b66e377-10a0-4346-9f98-4098cfcbffa7","01 99 00 31 64","celined","S-1-5-21-331390976-2650875657-2422772959-1912","Duval","Duval","Chef de projet","celine.duval@contoso.fr","Paris"
"Exploitation","CN=Clémence Vaillant,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","True","Clémence","clemencev@contoso.fr","CN=Laurent Blanchard,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","Clémence Vaillant","user","82af565f-9620-4754-a2d8-cb4baa18c1d0","01 99 00 45 42","clemencev","S-1-5-21-331390976-2650875657-2422772959-1913","Vaillant","Vaillant","Responsable","clemence.vaillant@contoso.fr","Paris"
"Pilotage des Affaires","CN=Morgane Gaillard,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","True","Morgane","morganeg@contoso.fr","CN=Bastien Rey,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","Morgane Gaillard","user","a204f649-8442-4f66-b157-36a962d9ed99","04 65 71 41 51","morganeg","S-1-5-21-331390976-2650875657-2422772959-1914","Gaillard","Gaillard","Commercial","morgane.gaillard@contoso.fr","Lyon"
"Direction Commerciale","CN=Margaux Tanguy,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Margaux","margauxt@contoso.fr","CN=Guillaume Fontaine,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","Margaux Tanguy","user","b9a0bf66-8825-4609-9358-a43f9ab0404d","04 65 71 46 29","margauxt","S-1-5-21-331390976-2650875657-2422772959-1915","Tanguy","Tanguy","Commercial","margaux.tanguy@contoso.fr","Lyon"
"Exploitation","CN=Estelle Amiot,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","True","Estelle","estellea@contoso.fr","CN=Sarah Clerc,OU=Exploitation,OU=Utilisateurs,DC=contoso,DC=fr","Estelle Amiot","user","0b5eb69f-c854-4a3e-92d4-70a9f04bf1ca","01 99 00 49 32","estellea","S-1-5-21-331390976-2650875657-2422772959-1916","Amiot","Amiot","Responsable des achats","estelle.amiot@contoso.fr","Paris"
"Direction Commerciale","CN=Lucie Dumas,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Lucie","lucied@contoso.fr","CN=Baptiste Guérin,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","Lucie Dumas","user","67299c87-9e80-4ee5-97f6-7efaafbe5bb1","01 99 00 92 96","lucied","S-1-5-21-331390976-2650875657-2422772959-1917","Dumas","Dumas","Commercial","lucie.dumas@contoso.fr","Paris"
"Direction Commerciale","CN=Romain Hubert,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Romain","romainh@contoso.fr","CN=Élodie Imbert,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","Romain Hubert","user","02abd93d-71f3-4ca7-bba1-929dee6bc5d9","01 99 00 25 38","romainh","S-1-5-21-331390976-2650875657-2422772959-1918","Hubert","Hubert","Commercial","romain.hubert@contoso.fr","Paris"
"Direction Commerciale","CN=Olivier Vidal,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Olivier","olivierv@contoso.fr","CN=Bastien Rey,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","Olivier Vidal","user","9b7d63c5-c77c-415c-b37c-c27e1c22112e","03 53 01 45 68","olivierv","S-1-5-21-331390976-2650875657-2422772959-1919","Vidal","Vidal","Commercial","olivier.vidal@contoso.fr","Metz"
"Direction Commerciale","CN=Charlotte Amiot,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Charlotte","charlottea@contoso.fr","CN=Bastien Rey,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","Charlotte Amiot","user","ad8b0c28-0128-4688-a396-19723b1a77b1","01 99 00 63 37","charlottea","S-1-5-21-331390976-2650875657-2422772959-1920","Amiot","Amiot","Commercial","charlotte.amiot@contoso.fr","Paris"
"Direction Commerciale","CN=Morgane Dorival,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Morgane","morganed@contoso.fr","CN=Quentin Joubert,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","Morgane Dorival","user","01d1e01e-bf53-419a-9762-17270b1a7328","03 53 01 18 12","morganed","S-1-5-21-331390976-2650875657-2422772959-1921","Dorival","Dorival","Commercial","morgane.dorival@contoso.fr","Metz"
"Direction Commerciale","CN=Jérôme Hubert,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Jérôme","jeromeh@contoso.fr","CN=Baptiste Guérin,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","Jérôme Hubert","user","94275b5c-ed29-4f08-b12c-0c0e48f4103f","04 65 71 52 77","jeromeh","S-1-5-21-331390976-2650875657-2422772959-1922","Hubert","Hubert","Commercial","jerome.hubert@contoso.fr","Lyon"
"Direction Commerciale","CN=Jérôme Renaud,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Jérôme","jeromer@contoso.fr","CN=Quentin Joubert,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","Jérôme Renaud","user","d8fd85c5-5df6-4d42-804e-14c618b3bbba","01 99 00 32 69","jeromer","S-1-5-21-331390976-2650875657-2422772959-1923","Renaud","Renaud","Commercial","jerome.renaud@contoso.fr","Paris"
"Direction Commerciale","CN=Mélanie Dupont,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Mélanie","melanied@contoso.fr","CN=Élodie Imbert,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","Mélanie Dupont","user","825e514b-d061-40e4-af79-1d3d432447ad","03 53 01 26 68","melanied","S-1-5-21-331390976-2650875657-2422772959-1924","Dupont","Dupont","Commercial","melanie.dupont@contoso.fr","Metz"
"Comité de Direction","CN=Pierre Chevalier,OU=Comité de Direction,OU=Utilisateurs,DC=contoso,DC=fr","True","Pierre","pierrec@contoso.fr","CN=Caroline Pichon,OU=Comité de Direction,OU=Utilisateurs,DC=contoso,DC=fr","Pierre Chevalier","user","026dc3e3-4406-43c7-9a3e-cba432b0447b","01 99 00 01 74","pierrec","S-1-5-21-331390976-2650875657-2422772959-1925","Chevalier","Chevalier","Responsable grands comptes","pierre.chevalier@contoso.fr","Paris"
"Ressources Humaines","CN=Sébastien Masse,OU=Ressources Humaines,OU=Utilisateurs,DC=contoso,DC=fr","True","Sébastien","sebastienm@contoso.fr","CN=Sébastien Noël,OU=Ressources Humaines,OU=Utilisateurs,DC=contoso,DC=fr","Sébastien Masse","user","0a9a7b2d-1dd8-4282-aae1-fae964ec5f6d","01 99 00 14 37","sebastienm","S-1-5-21-331390976-2650875657-2422772959-1926","Masse","Masse","Chargé des ressources humaines","sebastien.masse@contoso.fr","Paris"
"Direction Commerciale","CN=Quentin Hervé,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Quentin","quentinh@contoso.fr","CN=Quentin Joubert,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","Quentin Hervé","user","732b9335-bd32-4ab2-9391-cdf3b8337250","01 99 00 84 74","quentinh","S-1-5-21-331390976-2650875657-2422772959-1927","Hervé","Hervé","Commercial","quentin.herve@contoso.fr","Paris"
"Direction Commerciale","CN=Justine Gaillard,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Justine","justineg@contoso.fr","CN=Bastien Rey,OU=Pilotage des Affaires,OU=Utilisateurs,DC=contoso,DC=fr","Justine Gaillard","user","561988f3-f047-4346-b081-09051fe8e12d","01 99 00 37 66","justineg","S-1-5-21-331390976-2650875657-2422772959-1928","Gaillard","Gaillard","Commercial","justine.gaillard@contoso.fr","Paris"
"Direction Commerciale","CN=Lucie Langlois,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","True","Lucie","luciel@contoso.fr","CN=Élodie Imbert,OU=Direction Commerciale,OU=Utilisateurs,DC=contoso,DC=fr","Lucie Langlois","user","043eef25-992d-4761-b948-1ea1977b4160","","luciel","S-1-5-21-331390976-2650875657-2422772959-1929","Langlois","Langlois","Commercial","lucie.langlois@contoso.fr","Metz"
